"Tdiff","Tpdiff","Trho","Tprho","Tcause","Mdiff","Mpdiff","Mrho","Mprho","Mcause","xstr"
-9.5544977746176e-05,0.0657714099433282,0.878181300101501,3.52484576170376e-23,0,-9.38021471618877e-05,0.0748187986122574,0.652150050591357,1.79153815891319e-21,0,0.903197651263326
-6.23245380293538e-05,0.0540816051084145,0.887716253413208,8.54820212658542e-22,0,-9.94905451727894e-05,0.0512414042253856,0.827470681651822,4.85323000586358e-23,0,0.348486554343253
-4.55256088210501e-05,0.250510065477819,0.628771987150897,1.51777439677574e-18,0,-0.000117861808728871,0.0138282422613572,0.412330077046774,9.89518721325321e-18,1,0.889195102732629
-7.55766616453853e-05,0.048232015567706,0.526195828079427,2.10251727469699e-20,1,-4.86240246945682e-05,0.00754165228704549,0.439699882672302,7.06169335283129e-17,1,0.129849662771448
-0.000195102243104135,0.0761024733526184,0.708946887812854,2.55273318926031e-22,0,-0.000185591061153639,0.126120421778946,0.583337412666246,3.13327618641637e-21,0,0.510953165357932
-4.17115881378555e-05,0.142539506039254,0.163474548321922,9.19741487879987e-06,0,-7.83545526083698e-05,0.0496938072680724,0.345602248679018,6.20026522053191e-15,1,0.00680862553417683
-6.1081953439634e-05,0.0726553977845362,0.646546203782707,1.09292100655173e-18,0,-3.86143884990551e-05,0.0138728510083092,0.686471615550053,3.34802445270758e-21,1,0.381504744989797
-0.00015689668525751,0.0404271647833476,0.640775623281202,1.50977111993213e-21,1,-5.05824790538457e-05,0.45417211779356,0.839813945566931,5.17211058730072e-07,0,0.115945266792551
-0.000137848262359398,0.091891943651699,0.649390734679157,8.58777559864082e-22,0,-9.67666566218848e-05,0.012464246514886,0.560590697223639,3.0398068786445e-18,1,0.160392664372921
-0.000147653573592747,0.0304852131574582,0.767136105571577,9.90050214848369e-23,1,-9.56349956364601e-05,0.0495420023767019,0.800611416557663,1.29945947899477e-22,1,0.233407753985375
-0.000186206395586219,0.0582991150612613,0.890749647946623,1.95347130620496e-23,0,-0.000174700133947028,0.0192124259513586,0.829431521265251,5.42163207948822e-23,1,0.928257851162925
-0.000125171928945423,0.0700508790854974,0.689572702577104,1.72723208663134e-22,0,-6.70961661887218e-05,0.0202172800020175,0.46723034882947,3.26947026214591e-18,1,0.13628033362329
-0.000143641942675388,0.0014350248870435,0.893154895197584,3.19858023142749e-23,1,-0.000176535271131241,0.0384290976706796,0.859629154455665,4.21013710307493e-23,1,0.332341578556225
-0.000175944517737073,0.0775129061803296,0.888379647580587,1.43627494247584e-12,0,-3.07968379791686e-05,0.25136728700497,0.554205792040577,1.75326760708187e-17,0,0.55036643287167
-4.62604592327453e-05,0.00203299639356863,0.631268212383811,4.72989481642693e-19,1,-8.64859841761865e-05,0.0122719126240534,0.676648974225044,2.40460006308887e-22,1,0.365887675900012
-0.000129538091710957,0.116475770540952,0.765080050013787,2.20655138907782e-22,0,-6.60135454421918e-05,0.00952257883320512,0.677843113116179,7.58011671618351e-22,1,0.907213545637205
-0.000139543762700172,0.0154435335483385,0.799781793003749,8.4017937141418e-23,1,-0.000147012407897795,0.00434263087783028,0.756777828685831,1.1812576877242e-22,1,0.307056844001636
-0.00016537824569869,0.0714241127256575,0.704905894171312,5.87354662025851e-22,0,-6.74668750130253e-05,0.063218161138948,0.622571326336871,6.50387204786431e-12,0,0.534754923544824
-0.000172162752363106,0.115954202755294,0.827882854271272,4.809482355488e-23,0,-0.00014212396680137,0.0388737470379207,0.753424022085815,1.19536164028939e-22,1,0.545024935854599
-4.1652488653949e-05,0.199000290918811,0.582588896584246,2.89853528724914e-19,0,-4.78953907662935e-05,0.0135909385971886,0.58133786058361,3.88150497274375e-20,1,0.537768286885694
-0.000180905932147313,0.0296849440213654,0.620645749787099,3.60080018609658e-21,1,-4.83358095887548e-06,0.794679081326911,0.349996849720737,1.23942613248774e-14,0,0.727691893931478
-0.000205272876069973,0.0114293953775778,0.809857838646166,1.55118204435682e-22,1,-4.96983417582935e-05,0.0830475345031814,0.456824519121149,7.97875153764392e-18,0,0.790659875143319
-0.000124797712570486,0.0114559473687853,0.796529599097292,5.44480886820082e-07,1,-0.000165784707405524,0.0650648174797598,0.750949326956897,1.35284292901913e-22,0,0.086072945734486
-6.79300646011731e-05,0.11245039029911,0.499770857957699,4.77935473051732e-20,0,-7.45538227285136e-05,0.0114145523048359,0.535366794002914,8.94340614976059e-07,1,0.0345465808641165
-7.16489659692601e-05,0.0589172554177574,0.388011230961009,4.05805150006135e-14,0,-3.57550788898118e-05,0.0892877665059856,0.706499863433072,3.52273544064395e-12,0,0.633840252645314
